,pesq,pesq,stoi,stoi,csig,csig,cbak,cbak,covl,covl
,mean,std,mean,std,mean,std,mean,std,mean,std
type,,,,,,,,,,
enhanced,2.1689885167384393,0.6246869653423798,0.9240623777176451,0.0951592436609303,1.418320430039886,0.6245969078102825,2.736384939818927,0.30108135466608593,3.813155693365878,0.5222731894631862
noisy,2.144437213916091,0.8460040986764521,0.9316638598122776,0.0993226149421822,1.4481674143471461,0.8472938005605297,2.725189122298563,0.4073833124566423,3.7972838534263396,0.7037745902245752
